ticket_id,created_date,ticket_text,product_name,product_segment,ticket_category,priority,sentiment,confidence_score,escalated,resolution_text,resolved_date,resolution_days,auto_resolved,customer_satisfaction_score
TKT101634,2024-10-17,My credit card EMI for bluetooth speaker was cancelled midway. Now I'm being charged full amount.,bluetooth speaker,Electronics,Payment Issue,High,Very Negative,0.78,Yes,Currency mismatch corrected. Differential amount of ₹8546 refunded.,2024-10-23,6,No,3
TKT101635,2023-09-25,My handbag (order #ORD8295839) smells strange and appears to have been used before. Not new.,handbag,Fashion,Product Issue,High,Negative,0.94,No,Warranty claim initiated. Brand service center ticket #SVC64959 created.,2023-09-30,5,No,3
TKT101636,2024-12-08,I want to update my mobile number but OTP is not being received on new number.,yoga mat,Sports & Fitness,Account & Login,Medium,Slightly Negative,0.81,No,Loyalty points restored after audit confirmed erroneous deduction.,2024-12-09,1,No,5
TKT101637,2024-06-05,The price of action camera I ordered (#ORD9789963) was changed after I placed the order. This is not acceptable.,action camera,Electronics,Seller & Product Listing,Low,Neutral,0.77,No,Seller listing flagged for review. Customer compensated with ₹4381 coupon.,2024-06-11,6,No,4
TKT101638,2023-02-13,The sports shoes in order #ORD4203310 is not compatible with my existing device as mentioned in the listing.,sports shoes,Fashion,Product Issue,Medium,Slightly Negative,0.82,No,Missing accessory shipped separately at no additional cost.,2023-02-23,10,No,5
TKT101639,2023-02-08,The delivery slot I selected for my organic honey order #ORD9662405 was not honored. This is the second rescheduling.,organic honey,Grocery & Health,Delivery Issue,Medium,Slightly Negative,0.68,No,Express delivery charge refunded. Ticket closed after confirmation.,2023-02-11,3,No,4
TKT101640,2024-08-07,My Prime/subscription benefits are not showing despite having an active membership.,wall clock,Home & Kitchen,Account & Login,High,Very Negative,0.69,Yes,Blocked account reviewed. Restored after confirming no policy violation.,2024-08-11,4,No,4
TKT101641,2023-08-01,Gift card used for bookshelf order #ORD9746235 was applied but balance not fully deducted correctly.,bookshelf,Home & Kitchen,Payment Issue,Low,Neutral,0.76,No,EMI plan restored to original terms. Difference amount adjusted.,2023-08-07,6,No,4
TKT101642,2024-11-02,I need a refund for my breakfast cereal (order #ORD2123634) as I accidentally ordered duplicate.,breakfast cereal,Grocery & Health,Refund & Return,Low,Neutral,0.99,No,Accidental order refund approved. Amount credited within 2 days.,2024-11-12,10,Yes,4
TKT101643,2024-03-11,Pickup for my wristwatch return (order #ORD7713901) was scheduled but no one came on the day.,wristwatch,Fashion,Refund & Return,Medium,Neutral,0.83,No,Replacement dispatched without requiring return of defective item.,2024-03-18,7,No,5
TKT101644,2024-03-16,Payment gateway crashes every time I try to checkout for bookshelf. Very frustrating experience.,bookshelf,Home & Kitchen,Payment Issue,Medium,Slightly Negative,0.81,No,Cashback of ₹2683 credited after verification with offers team.,2024-03-26,10,No,5
TKT101645,2023-01-05,All my saved addresses were deleted from my account. I had 3 saved addresses.,organic honey,Grocery & Health,Account & Login,Medium,Slightly Negative,0.79,No,Subscription benefits restored after backend sync with billing team.,2023-01-14,9,No,4
TKT101646,2024-04-11,I can't log into my account. Forgot password and the reset email is not arriving.,LEGO set,Toys & Games,Account & Login,Medium,Neutral,0.92,No,Saved addresses restored from backup. Customer notified.,2024-04-13,2,No,3
TKT101647,2023-01-09,I want to report a seller for listing counterfeit wallet products on the platform.,wallet,Fashion,Seller & Product Listing,High,Very Negative,0.92,No,Seller warned and ticket escalated to seller performance team.,2023-01-13,4,No,1
TKT101648,2024-12-09,I received a completely damaged kajal in order #ORD3374916. The packaging was torn and the item is unusable.,kajal,Beauty & Personal Care,Delivery Issue,High,Negative,0.9,No,Delivery attempt verified false. Refund or re-shipment offered to customer.,2024-12-15,6,No,4
TKT101649,2024-02-17,I cannot apply filters on the winter jacket category page. The filter panel doesn't load.,winter jacket,Fashion,App & Website Issue,Low,Positive,0.77,No,Issue escalated to product team. Scheduled for next sprint fix.,2024-02-25,8,No,5
TKT101650,2023-05-22,Auto-return for face serum order #ORD7335540 was triggered without my request. Please cancel it.,face serum,Beauty & Personal Care,Refund & Return,High,Negative,0.7,Yes,Replacement dispatched without requiring return of defective item.,2023-05-28,6,No,4
TKT101651,2024-12-21,My management book came in a damaged box (order #ORD4292975). Concerned product quality is affected.,management book,Books & Education,Product Issue,Medium,Neutral,0.73,No,Compatibility issue noted. Full refund processed. Listing updated.,2024-12-22,1,No,4
TKT101652,2023-02-08,Order #ORD9023548 was marked returned to seller but I never refused the delivery of my lipstick.,lipstick,Beauty & Personal Care,Delivery Issue,High,Negative,0.96,No,Courier partner penalized for non-delivery. Fresh delivery arranged.,2023-02-14,6,No,1
TKT101653,2024-09-04,The delivery slot I selected for my running shoes order #ORD3539937 was not honored. This is the second rescheduling.,running shoes,Sports & Fitness,Delivery Issue,Medium,Neutral,0.94,No,Courier partner penalized for non-delivery. Fresh delivery arranged.,2024-09-12,8,No,5
TKT101654,2024-04-28,The price of organic honey I ordered (#ORD4702011) was changed after I placed the order. This is not acceptable.,organic honey,Grocery & Health,Seller & Product Listing,High,Negative,0.75,Yes,Seller listing flagged for review. Customer compensated with ₹8515 coupon.,2024-05-03,5,No,1
TKT101655,2024-05-21,My loyalty/reward points (800 points) were deducted without any purchase from my side.,remote control drone,Toys & Games,Account & Login,High,Negative,0.95,No,Account secured. All suspicious sessions terminated. 2FA enabled.,2024-05-27,6,No,2
TKT101656,2024-11-16,Account is showing a different name than what I registered with. Data integrity issue.,coffee beans,Grocery & Health,Account & Login,Medium,Slightly Negative,0.99,No,Saved addresses restored from backup. Customer notified.,2024-11-19,3,No,4
TKT101657,2023-01-25,I received a completely damaged bluetooth speaker in order #ORD3369785. The packaging was torn and the item is unusable.,bluetooth speaker,Electronics,Delivery Issue,High,Negative,0.76,Yes,Express delivery charge refunded. Ticket closed after confirmation.,2023-01-30,5,No,3
TKT101658,2024-11-02,My return for leather jacket (order #ORD9313232) was rejected without any reason or explanation.,leather jacket,Fashion,Refund & Return,High,Negative,0.76,Yes,Exchange processed for correct size/variant. New item dispatched.,2024-11-04,2,No,4
TKT101659,2023-04-27,My denim jeans from order #ORD1215813 has developed a defect within the warranty period.,denim jeans,Fashion,Product Issue,High,Negative,0.84,Yes,Used/refurbished item confirmed. Full refund + ₹1130 compensation issued.,2023-05-03,6,No,1
TKT101660,2023-07-04,I cannot change my email address. The verification link expires before I can click it.,smart AC,Electronics,Account & Login,Medium,Neutral,0.83,No,Blocked account reviewed. Restored after confirming no policy violation.,2023-07-14,10,No,5
TKT101661,2024-10-20,Package for order #ORD1828273 containing conditioner was left outside and appears to have been stolen.,conditioner,Beauty & Personal Care,Delivery Issue,High,Negative,0.78,Yes,Partial delivery issue resolved. Missing items shipped separately.,2024-10-21,1,No,1
TKT101662,2023-03-17,Order #ORD8198924 (electric kettle) is stuck in transit for 7 days. No movement on tracking at all.,electric kettle,Electronics,Delivery Issue,Medium,Slightly Negative,0.95,No,Delivery rescheduled as per customer's preferred slot. Partner notified.,2023-03-19,2,No,3
TKT101663,2023-05-08,Payment page freezes when I try to checkout my lipstick. Tried multiple times.,lipstick,Beauty & Personal Care,App & Website Issue,Medium,Slightly Negative,0.68,No,Tracking feature restored post app update rollback for customer.,2023-05-13,5,No,3
TKT101664,2024-06-05,My RC car (order #ORD4905409) stopped charging after 8 days. Battery won't hold charge at all.,RC car,Toys & Games,Product Issue,High,Negative,0.8,Yes,Full refund processed. Seller account flagged for quality investigation.,2024-06-09,4,No,4
TKT101665,2024-10-17,My return for storage rack (order #ORD9904849) was rejected without any reason or explanation.,storage rack,Home & Kitchen,Refund & Return,High,Negative,0.68,Yes,Exchange processed for correct size/variant. New item dispatched.,2024-10-19,2,No,4
TKT101666,2023-03-29,The non-stick pan I ordered (#ORD3666156) has a different brand name than what was listed. Possible fraud.,non-stick pan,Home & Kitchen,Seller & Product Listing,High,Negative,0.8,Yes,Seller listing flagged for review. Customer compensated with ₹7281 coupon.,2023-04-02,4,No,3
TKT101667,2024-05-03,Delivery was done to a neighbor without my consent for order #ORD1011337 (science encyclopedia).,science encyclopedia,Books & Education,Delivery Issue,Medium,Neutral,0.76,No,Express delivery charge refunded. Ticket closed after confirmation.,2024-05-11,8,No,4
TKT101668,2024-12-28,Delivery partner is not picking up calls for order #ORD9321592. I need to receive my resistance bands urgently.,resistance bands,Sports & Fitness,Delivery Issue,High,Very Negative,0.66,Yes,Replacement dispatched with priority shipping. New tracking ID shared via SMS.,2024-12-31,3,No,1
TKT101669,2024-07-01,My Prime/subscription benefits are not showing despite having an active membership.,spice set,Grocery & Health,Account & Login,Medium,Slightly Negative,0.77,No,Account secured. All suspicious sessions terminated. 2FA enabled.,2024-07-10,9,No,4
TKT101670,2024-12-21,My tracking for order #ORD6173587 shows delivered but I never received my tennis racket. Please investigate.,tennis racket,Sports & Fitness,Delivery Issue,High,Negative,0.74,Yes,Express delivery charge refunded. Ticket closed after confirmation.,2024-12-27,6,No,2
TKT101671,2023-06-03,My credit card EMI for breakfast cereal was cancelled midway. Now I'm being charged full amount.,breakfast cereal,Grocery & Health,Payment Issue,High,Negative,0.66,Yes,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-06-06,3,No,1
TKT101672,2023-06-15,My action camera (order #ORD7567022) was partially delivered. Some items in the bundle are missing.,action camera,Electronics,Delivery Issue,High,Negative,0.7,Yes,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2023-06-17,2,No,2
TKT101673,2023-06-26,Payment gateway crashes every time I try to checkout for wireless earbuds. Very frustrating experience.,wireless earbuds,Electronics,Payment Issue,Medium,Neutral,0.97,No,Corrected GST invoice with accurate GSTIN issued and emailed.,2023-07-03,7,No,5
TKT101674,2024-10-19,The cookbook in order #ORD5354733 has visible manufacturing defects. Needs immediate replacement.,cookbook,Books & Education,Product Issue,High,Negative,0.95,No,Full refund processed. Seller account flagged for quality investigation.,2024-10-26,7,No,3
TKT101675,2023-09-17,Auto-return for jump rope order #ORD7165267 was triggered without my request. Please cancel it.,jump rope,Sports & Fitness,Refund & Return,High,Negative,0.77,Yes,Replacement dispatched without requiring return of defective item.,2023-09-20,3,No,2
TKT101676,2024-06-02,I initiated a return for resistance bands (order #ORD5709153) over a week ago. No pickup has been scheduled yet.,resistance bands,Sports & Fitness,Refund & Return,Medium,Slightly Negative,0.88,No,Replacement dispatched without requiring return of defective item.,2024-06-06,4,No,4
TKT101677,2023-11-17,I received an expired tennis racket in order #ORD6925271. Expiry date has already passed. Very dangerous.,tennis racket,Sports & Fitness,Product Issue,High,Negative,0.93,No,Used/refurbished item confirmed. Full refund + ₹2820 compensation issued.,2023-11-19,2,No,2
TKT101678,2024-09-16,I paid for express delivery on my coffee beans order #ORD8931634 but it's been 10 days. Refund delivery charge.,coffee beans,Grocery & Health,Delivery Issue,Medium,Neutral,0.91,No,Mis-delivery case raised. Correct address flagged for re-dispatch.,2024-09-25,9,No,3
TKT101679,2023-11-23,The lipstick in order #ORD6046016 has no warranty card or any documentation included.,lipstick,Beauty & Personal Care,Product Issue,Low,Neutral,0.91,No,Counterfeit product complaint escalated to brand protection team.,2023-11-24,1,Yes,5
TKT101680,2024-04-02,The mobile app keeps crashing when I try to view my face wash cart.,face wash,Beauty & Personal Care,App & Website Issue,Low,Neutral,0.84,No,Issue escalated to product team. Scheduled for next sprint fix.,2024-04-06,4,No,5
TKT101681,2023-12-10,Bulk order of sunscreen (order #ORD6280331) was fulfilled partially. Seller says rest is out of stock.,sunscreen,Beauty & Personal Care,Seller & Product Listing,Medium,Neutral,0.67,No,Platform mediated the dispute. Refund of ₹5857 issued to customer.,2023-12-19,9,No,4
TKT101682,2023-03-08,I received a completely damaged laptop in order #ORD3225585. The packaging was torn and the item is unusable.,laptop,Electronics,Delivery Issue,High,Negative,0.72,Yes,Delivery rescheduled as per customer's preferred slot. Partner notified.,2023-03-10,2,No,4
TKT101683,2024-08-12,I received an expired soft toy in order #ORD4754689. Expiry date has already passed. Very dangerous.,soft toy,Toys & Games,Product Issue,High,Negative,0.7,Yes,Safety concern escalated on priority. Product recalled from customer.,2024-08-13,1,No,3
TKT101684,2023-04-24,Product images for vitamin supplements are not loading on the app. Showing broken icons.,vitamin supplements,Grocery & Health,App & Website Issue,Low,Neutral,0.92,No,Server-side fix deployed. Feature restored for all users.,2023-04-25,1,Yes,5
TKT101685,2023-04-07,Cashback for my breakfast cereal (order #ORD4228588) was not credited as per the offer terms. 7 days passed.,breakfast cereal,Grocery & Health,Payment Issue,Medium,Neutral,0.85,No,Currency mismatch corrected. Differential amount of ₹4992 refunded.,2023-04-09,2,No,4
TKT101686,2024-03-01,My vitamin supplements (order #ORD6771698) smells strange and appears to have been used before. Not new.,vitamin supplements,Grocery & Health,Product Issue,High,Very Negative,0.71,Yes,Full refund processed. Seller account flagged for quality investigation.,2024-03-05,4,No,2
TKT101687,2023-04-14,Refund status for saree order #ORD7463778 still shows processing after 4 business days.,saree,Fashion,Refund & Return,Medium,Slightly Negative,0.91,No,Replacement dispatched without requiring return of defective item.,2023-04-17,3,No,4
TKT101688,2023-09-04,My winter jacket order #ORD9820102 has been out for delivery since morning but still hasn't reached me.,winter jacket,Fashion,Delivery Issue,High,Negative,0.68,Yes,Mis-delivery case raised. Correct address flagged for re-dispatch.,2023-09-05,1,No,2
TKT101689,2024-11-24,Bulk order of hair dryer (order #ORD6637599) was fulfilled partially. Seller says rest is out of stock.,hair dryer,Electronics,Seller & Product Listing,Medium,Slightly Negative,0.96,No,Platform mediated the dispute. Refund of ₹8293 issued to customer.,2024-12-01,7,No,4
TKT101690,2024-11-04,I was charged twice for order #ORD3906541 (storage rack). Please refund the duplicate payment immediately.,storage rack,Home & Kitchen,Refund & Return,High,Negative,0.82,Yes,Return pickup scheduled for next business day. Refund post quality check.,2024-11-07,3,No,2
TKT101691,2024-04-27,My swimming goggles from order #ORD5064978 was delivered to the wrong address. I can see it on the map.,swimming goggles,Sports & Fitness,Delivery Issue,High,Negative,0.73,Yes,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2024-04-30,3,No,3
TKT101692,2024-12-25,My credit card EMI for robot vacuum was cancelled midway. Now I'm being charged full amount.,robot vacuum,Electronics,Payment Issue,Medium,Slightly Negative,0.95,No,EMI plan restored to original terms. Difference amount adjusted.,2024-12-29,4,No,5
TKT101693,2023-11-25,My refund of ₹1584 for laundry basket (order #ORD7249716) was credited to the wrong payment source.,laundry basket,Home & Kitchen,Refund & Return,High,Negative,0.69,Yes,Return pickup scheduled for next business day. Refund post quality check.,2023-11-26,1,No,4
TKT101694,2023-05-25,No OTP was asked before delivering my comic book series (order #ORD2924217) to an unknown person.,comic book series,Books & Education,Delivery Issue,High,Very Negative,0.82,Yes,Mis-delivery case raised. Correct address flagged for re-dispatch.,2023-05-31,6,No,1
TKT101695,2023-08-12,My bathroom accessories set from order #ORD9206940 makes unusual noise during operation from day one.,bathroom accessories set,Home & Kitchen,Product Issue,Medium,Slightly Negative,0.92,No,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2023-08-20,8,No,4
TKT101696,2024-09-25,My Prime/subscription benefits are not showing despite having an active membership.,vitamin supplements,Grocery & Health,Account & Login,Medium,Slightly Negative,0.77,No,Blocked account reviewed. Restored after confirming no policy violation.,2024-09-27,2,No,4
TKT101697,2023-08-07,The nail polish I bought from a third-party seller in order #ORD5266371 is not as described. Seller is unresponsive.,nail polish,Beauty & Personal Care,Seller & Product Listing,High,Very Negative,0.84,Yes,Seller warned and ticket escalated to seller performance team.,2023-08-13,6,No,3
TKT101698,2023-10-07,My protein powder from order #ORD3853821 appears to be counterfeit/fake. Not the original brand.,protein powder,Grocery & Health,Product Issue,High,Negative,0.86,Yes,Missing accessory shipped separately at no additional cost.,2023-10-11,4,No,4
TKT101699,2023-11-18,My cap (order #ORD2154396) smells strange and appears to have been used before. Not new.,cap,Fashion,Product Issue,Low,Positive,0.71,No,Replacement cap dispatched after quality team verification.,2023-11-20,2,No,4
TKT101700,2023-02-02,Pickup for my lehenga return (order #ORD2008418) was scheduled but no one came on the day.,lehenga,Fashion,Refund & Return,Low,Positive,0.92,No,Duplicate charge of ₹5286 reversed immediately to original payment source.,2023-02-11,9,Yes,4
TKT101701,2024-09-06,Size/color of gym wear in order #ORD7488346 does not match what was shown on the website.,gym wear,Fashion,Product Issue,Medium,Neutral,0.99,No,Defect acknowledged. Customer given choice of refund or replacement.,2024-09-07,1,No,4
TKT101702,2023-02-21,Wrong variant of puzzle set delivered in order #ORD6138132. I ordered 128GB but got 64GB.,puzzle set,Toys & Games,Product Issue,Medium,Neutral,0.89,No,Full refund processed. Seller account flagged for quality investigation.,2023-03-01,8,No,3
TKT101703,2023-01-07,PhonePe payment for face wash order #ORD5050761 was debited but transaction shows failed on your end.,face wash,Beauty & Personal Care,Payment Issue,High,Negative,0.71,Yes,Payment authorization hold released. No amount was actually charged.,2023-01-12,5,No,3
TKT101704,2023-12-13,My tracking for order #ORD2350621 shows delivered but I never received my conditioner. Please investigate.,conditioner,Beauty & Personal Care,Delivery Issue,High,Very Negative,0.86,Yes,Courier partner penalized for non-delivery. Fresh delivery arranged.,2023-12-17,4,No,1
TKT101705,2024-08-21,Screen of my art & craft kit (order #ORD8177059) has dead pixels right out of the box.,art & craft kit,Toys & Games,Product Issue,High,Negative,0.94,No,Missing accessory shipped separately at no additional cost.,2024-08-24,3,No,4
TKT101706,2024-05-04,The delivery slot I selected for my novel order #ORD7403574 was not honored. This is the second rescheduling.,novel,Books & Education,Delivery Issue,Medium,Slightly Negative,0.72,No,Partial delivery issue resolved. Missing items shipped separately.,2024-05-09,5,No,3
TKT101707,2023-08-12,Order #ORD4647625 (hair straightener) is stuck in transit for 12 days. No movement on tracking at all.,hair straightener,Beauty & Personal Care,Delivery Issue,Medium,Slightly Negative,0.82,No,Delivery rescheduled as per customer's preferred slot. Partner notified.,2023-08-13,1,No,4
TKT101708,2023-08-21,I cannot apply filters on the management book category page. The filter panel doesn't load.,management book,Books & Education,App & Website Issue,Low,Positive,0.71,No,Tracking feature restored post app update rollback for customer.,2023-08-23,2,No,5
TKT101709,2024-01-22,The website is extremely slow while loading protein shaker pages. Taking over 6 minutes.,protein shaker,Sports & Fitness,App & Website Issue,Low,Positive,0.97,No,App cache clear resolved the issue. Customer guided through fix.,2024-01-31,9,Yes,4
TKT101710,2024-12-24,My puzzle set order #ORD4689130 has been out for delivery since morning but still hasn't reached me.,puzzle set,Toys & Games,Delivery Issue,Medium,Slightly Negative,0.9,No,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2025-01-03,10,No,3
TKT101711,2024-08-15,Product listing for microwave oven is completely misleading. The actual product is nothing like the photos.,microwave oven,Electronics,Product Issue,Medium,Slightly Negative,0.78,No,Warranty claim initiated. Brand service center ticket #SVC39236 created.,2024-08-17,2,No,3
TKT101712,2024-10-29,I was charged in USD instead of INR for my sofa set order #ORD3152222. Currency conversion not expected.,sofa set,Home & Kitchen,Payment Issue,High,Negative,0.89,Yes,Cashback of ₹8060 credited after verification with offers team.,2024-10-30,1,No,4
TKT101713,2023-04-20,The quality check team rejected my perfume return (order #ORD9821800) unfairly. Item has factory defect.,perfume,Beauty & Personal Care,Refund & Return,High,Negative,0.7,Yes,Duplicate charge of ₹8015 reversed immediately to original payment source.,2023-04-24,4,No,1
TKT101714,2023-08-05,Delivery was done to a neighbor without my consent for order #ORD7865555 (atta (wheat flour)).,atta (wheat flour),Grocery & Health,Delivery Issue,Medium,Neutral,0.8,No,Delivery attempt verified false. Refund or re-shipment offered to customer.,2023-08-11,6,No,4
TKT101715,2023-04-16,Seller of my bookshelf (order #ORD7844007) shipped the item late by 3 days without any notice.,bookshelf,Home & Kitchen,Seller & Product Listing,Medium,Slightly Negative,0.93,No,Seller listing flagged for review. Customer compensated with ₹2954 coupon.,2023-04-23,7,No,5
TKT101716,2024-12-15,My refund of ₹8507 for puzzle set (order #ORD4656067) was credited to the wrong payment source.,puzzle set,Toys & Games,Refund & Return,High,Negative,0.83,Yes,Duplicate charge of ₹8507 reversed immediately to original payment source.,2024-12-16,1,No,1
TKT101717,2024-03-07,I can't log into my account. Forgot password and the reset email is not arriving.,electric toothbrush,Electronics,Account & Login,Medium,Neutral,0.78,No,Subscription benefits restored after backend sync with billing team.,2024-03-09,2,No,3
TKT101718,2024-09-07,"I'm getting conflicting tracking updates for my spice set order #ORD9839636. First delivered, then in transit.",spice set,Grocery & Health,Delivery Issue,Medium,Neutral,0.81,No,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2024-09-13,6,No,5
TKT101719,2023-08-12,My doll house return for order #ORD6585274 has been in transit for 5 days. Worried it's lost.,doll house,Toys & Games,Refund & Return,Medium,Neutral,0.81,No,Replacement dispatched without requiring return of defective item.,2023-08-22,10,No,5
TKT101720,2024-05-20,Delivery partner is not picking up calls for order #ORD6738239. I need to receive my heels urgently.,heels,Fashion,Delivery Issue,High,Negative,0.86,Yes,Lost package claim filed. Refund of ₹4660 processed within 5-7 business days.,2024-05-27,7,No,4
TKT101721,2024-07-22,Seller of my pressure cooker (order #ORD4056761) shipped the item late by 8 days without any notice.,pressure cooker,Home & Kitchen,Seller & Product Listing,Medium,Slightly Negative,0.74,No,Platform mediated the dispute. Refund of ₹810 issued to customer.,2024-07-27,5,No,4
TKT101722,2023-02-17,The return window for my storage rack order #ORD7536601 was closed without my knowledge. Please make an exception.,storage rack,Home & Kitchen,Refund & Return,Medium,Slightly Negative,0.91,No,Accidental order refund approved. Amount credited within 2 days.,2023-02-27,10,No,4
TKT101723,2023-12-03,My science encyclopedia (order #ORD7079433) smells strange and appears to have been used before. Not new.,science encyclopedia,Books & Education,Product Issue,High,Negative,0.81,Yes,Missing accessory shipped separately at no additional cost.,2023-12-09,6,No,1
TKT101724,2023-05-04,Cashback for my electric kettle (order #ORD2079981) was not credited as per the offer terms. 5 days passed.,electric kettle,Electronics,Payment Issue,Medium,Slightly Negative,0.81,No,Wallet deduction of ₹3734 reversed. Correct payment link resent.,2023-05-12,8,No,5
TKT101725,2023-08-24,I returned kitchen knife set (order #ORD1187991) but received the wrong item back instead of a refund.,kitchen knife set,Home & Kitchen,Refund & Return,High,Negative,0.88,Yes,Quality check review overridden. Refund of ₹2371 processed.,2023-08-31,7,No,1
TKT101726,2024-07-20,My store credit is not applying to my face serum order #ORD4100890. It shows balance but won't deduct.,face serum,Beauty & Personal Care,Payment Issue,High,Negative,0.74,Yes,Corrected GST invoice with accurate GSTIN issued and emailed.,2024-07-27,7,No,3
TKT101727,2024-03-12,My order #ORD3639759 for kajal hasn't arrived yet. It has been 5 days past the expected delivery date. This is unacceptable.,kajal,Beauty & Personal Care,Delivery Issue,High,Very Negative,0.69,Yes,Partial delivery issue resolved. Missing items shipped separately.,2024-03-18,6,No,1
TKT101728,2023-02-09,The website is extremely slow while loading tablet pages. Taking over 11 minutes.,tablet,Electronics,App & Website Issue,Low,Neutral,0.96,No,Issue escalated to product team. Scheduled for next sprint fix.,2023-02-15,6,Yes,5
TKT101729,2024-01-28,I want to permanently delete my account and all associated personal data from the platform.,dry fruits pack,Grocery & Health,Account & Login,Low,Neutral,0.87,No,Duplicate accounts merged. Order history combined successfully.,2024-02-03,6,Yes,5
TKT101730,2024-08-06,No OTP was asked before delivering my action camera (order #ORD3943200) to an unknown person.,action camera,Electronics,Delivery Issue,High,Very Negative,0.85,Yes,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2024-08-09,3,No,2
TKT101731,2023-05-10,Pickup for my perfume return (order #ORD2564819) was scheduled but no one came on the day.,perfume,Beauty & Personal Care,Refund & Return,Medium,Neutral,0.92,No,Replacement dispatched without requiring return of defective item.,2023-05-15,5,No,5
TKT101732,2024-11-21,The smartphone in order #ORD5933442 has visible manufacturing defects. Needs immediate replacement.,smartphone,Electronics,Product Issue,High,Negative,0.72,Yes,Counterfeit product complaint escalated to brand protection team.,2024-11-26,5,No,2
TKT101733,2023-10-22,My cart items keep disappearing when I switch between the app and website.,LEGO set,Toys & Games,App & Website Issue,Medium,Slightly Negative,0.82,No,Server-side fix deployed. Feature restored for all users.,2023-10-25,3,No,4
TKT101734,2024-08-14,I need a refund for my cycling gloves (order #ORD3962773) as I accidentally ordered duplicate.,cycling gloves,Sports & Fitness,Refund & Return,Low,Neutral,0.77,No,Refund of ₹2387 approved and will be credited within 3-5 business days.,2024-08-20,6,No,4
TKT101735,2023-11-27,Payment page freezes when I try to checkout my yoga mat. Tried multiple times.,yoga mat,Sports & Fitness,App & Website Issue,Medium,Slightly Negative,0.75,No,App cache clear resolved the issue. Customer guided through fix.,2023-12-07,10,No,3
TKT101736,2024-08-25,My Business account features were downgraded to personal without any notification.,spice set,Grocery & Health,Account & Login,High,Negative,0.66,Yes,Blocked account reviewed. Restored after confirming no policy violation.,2024-08-28,3,No,3
TKT101737,2024-07-05,My decorative lamp (order #ORD8639157) was partially delivered. Some items in the bundle are missing.,decorative lamp,Home & Kitchen,Delivery Issue,High,Negative,0.8,Yes,Express delivery charge refunded. Ticket closed after confirmation.,2024-07-10,5,No,3
TKT101738,2023-01-27,PhonePe payment for management book order #ORD2786634 was debited but transaction shows failed on your end.,management book,Books & Education,Payment Issue,High,Negative,0.96,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-02-03,7,No,2
TKT101739,2024-07-09,My wishlist items are all gone after the recent app update. Lost 7+ saved items.,sports shoes,Fashion,Account & Login,Low,Neutral,0.87,No,Account secured. All suspicious sessions terminated. 2FA enabled.,2024-07-18,9,Yes,5
TKT101740,2024-01-12,I cannot apply filters on the soft toy category page. The filter panel doesn't load.,soft toy,Toys & Games,App & Website Issue,Low,Neutral,0.75,No,App cache clear resolved the issue. Customer guided through fix.,2024-01-22,10,No,5
TKT101741,2023-05-19,The kajal in order #ORD1312837 is not compatible with my existing device as mentioned in the listing.,kajal,Beauty & Personal Care,Product Issue,Medium,Neutral,0.77,No,Replacement kajal dispatched after quality team verification.,2023-05-24,5,No,3
TKT101742,2023-12-05,Account is showing a different name than what I registered with. Data integrity issue.,LEGO set,Toys & Games,Account & Login,Medium,Neutral,0.98,No,OTP delivery fixed. Mobile number updated successfully.,2023-12-06,1,No,5
TKT101743,2024-06-13,I want to report a seller for listing counterfeit soft toy products on the platform.,soft toy,Toys & Games,Seller & Product Listing,High,Very Negative,0.91,No,Platform mediated the dispute. Refund of ₹3024 issued to customer.,2024-06-19,6,No,3
TKT101744,2024-03-25,My cycling gloves (order #ORD1868567) overheats dangerously. This is a serious safety concern.,cycling gloves,Sports & Fitness,Product Issue,High,Negative,0.91,No,Warranty claim initiated. Brand service center ticket #SVC55979 created.,2024-03-30,5,No,4
TKT101745,2024-05-01,Size/color of smartphone in order #ORD4496308 does not match what was shown on the website.,smartphone,Electronics,Product Issue,Medium,Slightly Negative,0.77,No,Defect acknowledged. Customer given choice of refund or replacement.,2024-05-02,1,No,3
TKT101746,2024-01-22,My refund of ₹7120 for refrigerator (order #ORD3460898) was credited to the wrong payment source.,refrigerator,Electronics,Refund & Return,High,Very Negative,0.79,Yes,Accidental order refund approved. Amount credited within 2 days.,2024-01-28,6,No,2
TKT101747,2023-05-08,I need a refund for my socks (order #ORD2206941) as I accidentally ordered duplicate.,socks,Fashion,Refund & Return,Low,Neutral,0.8,No,Return policy exception granted. Full refund approved by senior team.,2023-05-16,8,No,5
TKT101748,2024-12-14,I want to exchange my science encyclopedia (order #ORD8734029) for a different size. Exchange option is missing.,science encyclopedia,Books & Education,Refund & Return,Low,Positive,0.8,No,Seller notified of return in transit. Refund released on priority basis.,2024-12-15,1,No,5
TKT101749,2024-04-01,My wishlist items are all gone after the recent app update. Lost 11+ saved items.,yoga mat,Sports & Fitness,Account & Login,Low,Neutral,0.85,No,Subscription benefits restored after backend sync with billing team.,2024-04-09,8,No,5
